Entitas,Label
as,GPE
amerika serikat,GPE
as,NOR
israel,GPE
iran,GPE
komando strategi,ORG
lokasi,NOR
iran,GPE
pemimpin tertinggi iran,NOR
pemerintahan militer iran,NOR
islamic republic news agency irna,ORG
khamene,PER
khamene,PER
presiden iran,NOR
masoud pezeshkian,PER
khamene,PER
deklarasi perang terbuka umat,EVT
islam,REG
teheran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
iran,GPE
israel,GPE
khamene,PER
shalat,REG
teheran,EVT
kali khamene,PER
iran,GPE
israel,GPE
hizbullah,NOR
israel,GPE
lebanon,GPE
pemimpin,NOR
iran,NOR
nasrallah,PER
lebanon,GPE
setahun,QTY
palestina,GPE
hamas,NOR
israel,GPE
oktober,DAT
israel,GPE
mui,NOR
ali khamenei,PER
israel,GPE
majelis ulama indonesia mui,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
israel,GPE
februari,DAT
mui esk,NOR
israel,GPE
iran,GPE
ah,PER
##ad tau,REG
surat nomor kepdpmuiiii,LAW
ketua mui,NOR
kh anwar iskandar,PER
sekjen mui,NOR
buya amirsyah tamb,PER
mui,NOR
mui desak ri board of,NOR
iran,GPE
amerika serikat as israel,GPE
republik islam,NOR
iran,GPE
islamic republic news agency irna,ORG
ayatollah ali khamene,PER
asisrael iran,NOR
ri,NOR
khamene,PER
masoud pezeshkia,PER
ayatollah ali khamenei,PER
pemimpin,NOR
iran menjabat,NOR
iran,GPE
ali khamenei,PER
forbes,ORG
presiden negaranya iran,NOR
kapal tanker minyak,PRD
israel,GPE
iran,GPE
presiden iran,NOR
revolusi,NOR
iran,GPE
pah,PER
##lavi,NOR
mohammad reza shah pahlavi,PER
ruhollah khomeini,PER
partai republik islam,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
presiden amerika serikat,NOR
donald trump,PER
kepemimpinan iran,NOR
pidatonya ibadah shalat universitas,EVT
teheran,ORG
khamenei,GPE
mahmoud ahmadinejad,PER
mir hossein mousavi,PER
khamenei khamenei,PER
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
israel,GPE
teheran,NOR
##kompascom pemimpin tertinggi iran,NOR
ayatollah khamenei,PER
pemilu presiden teheran,EVT
khamenei,PER
mahmoud ahmadinejad,PER
##ut,PER
khamene,PER
khamene,PER
mir hossein mousavi,PER
mousavi,PER
pemilu,EVT
khamene,PER
universitas teheran,ORG
polisi,NOR
israel,GPE
khamenei,GPE
ayatollah ali khamene,PER
amerika,GPE
serikat,NOR
israel,GPE
teheran,GPE
iran,GPE
komando,PER
khamenei,NOR
republik,GPE
islam,NOR
bertahun,LOC
iran,GPE
khamene,GPE
ri,GPE
##l,NOR
palestina,GPE
miliar dollar as,MON
pemimpin,NOR
iran,NOR
ayatollah ali khamene,PER
amerika serikat,GPE
israel,GPE
kapal induk as,PRD
israel,GPE
iran,GPE
indonesia,GPE
washington,GPE
pemimpin,NOR
iran,NOR
ayatollah ali khamenei,PER
pemilihan iran,EVT
juni,DAT
khamene,PER
ulamaulama,PER
akbar hashemi rafsanjani,PER
abbas milani,PER
universitas stanford kongres as,ORG
washington,NOR
iran,GPE
rafsanjan,PER
mahmoud ahmadinejad,PER
iran,GPE
majelis tertinggi iran,NOR
ali khamene,PER
israel,GPE
ayatollah ali khamenei,PER
louisville,GPE
jalan kota louisville kentucky,LOC
ali,PER
sembilan,CRD
ali,PER
lon,PER
ali,PER
ali,PER
ali,PER
muhammad ali boulevard,LOC
teheran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
teheran,GPE
senjata nuklir,PRD
republik islam,NOR
senjata nuklir,PRD
senjata nuklir,PRD
senjata nuklir,PRD
khamene,PER
iran,GPE
iran,GPE
enam,CRD
teheran,GPE
teheran,GPE
pemilihan presiden iran,EVT
ayatollah ali khamene,PER
mir houssein mousavi,PER
mehdi karroubi,PER
teheran,GPE
khamene,PER
allahu akbar,REG
dewan pengawal revolusi,NOR
facebook,ORG
mousavi zahra rahnavard,PER
asisten karroubi,NOR
bbc,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
as,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
houthi yaman,ORG
kapal induk as laut merah,PRD
israel,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
teheran,GPE
komandan angkatan laut garda revolusi,NOR
alireza tangsir,PER
israel,GPE
as,GPE
israel,GPE
republik,GPE
islam iran,NOR
iran,GPE
trump,PER
iran,GPE
as,GPE
nato,GPE
iran,GPE
februari,DAT
iran press tv,ORG
tasnim fars,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
presiden amerika serikat as,NOR
donald trump,PER
ali khamenei,PER
asisrael,ORG
khamene,PER
iran,GPE
khamene,PER
as,GPE
israel,GPE
presiden as,NOR
donald trump,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
amerika,GPE
serikat israel trump,NOR
perdamaian timur,EVT
##az felix siauw,PER
perang dunia iii,EVT
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
amerika serikat,GPE
israel,GPE
presiden amerika serikat,NOR
donald trump,PER
teheran,GPE
komandan angkatan laut garda revolusi,NOR
alireza tangsir,PER
israel,GPE
as,GPE
israel,GPE
republik,GPE
islam iran,NOR
iran,GPE
trump,PER
iran,GPE
as,GPE
nato,GPE
iran,GPE
februari,DAT
tribunpal,ORG
##uc,NOR
##om,ORG
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika,GPE
serikat israel,NOR
rudal presisi,PRD
khamene,PER
iran,GPE
central intelligence agency cia,NOR
teheran,GPE
pemimpin tertinggi iran,NOR
ali khamenei,PER
israel,GPE
##amerika,NOR
serikat,GPE
kham,ORG
pemerintahan iran irinn,NOR
barat,NOR
pemerintahan republik islam,NOR
tujuh,CRD
kham,PER
tv,ORG
pemerintah iran,NOR
irinn,ORG
khamene,PER
alquran,REG
pemerintah iran,NOR
as,GPE
iran,GPE
kham,PER
republik islam,NOR
khamane,PER
teheran,GPE
pemimpin tertinggi iran,NOR
mojtaba khamenei,PER
iran,GPE
ali larijani,PER
amerika serikat,GPE
israel,GPE
mojtab,ORG
##a,PER
larijani,PER
mort,PER
##eza larijan,PER
mojtaba khamenei,PER
anadolu mojtaba,PER
ali larijani,PER
ali khamenei,PER
khamene,PER
islam,REG
syiah teheran,NOR
khamene,PER
khamene,PER
iran,GPE
tujuh,CRD
iran,GPE
teheran,NOR
iran,GPE
ir,PER
##na,PER
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,NOR
tasnim,PER
fars news agency,ORG
khamenei,PER
pemerintah iran,NOR
tujuh,CRD
teheran,NOR
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel tas,GPE
##nim,PER
iran,GPE
bangsa iran,NOR
ayatollah agung ali khamene,PER
pemimpin tertinggi revolusi islam,NOR
amerika serikat,GPE
zionis,GPE
pemerintah,NOR
iran,GPE
khamene,PER
ayatollah ali khamenei,PER
israel,GPE
amerika serikat,GPE
khamene,PER
teheran,GPE
televisi,NOR
pemerintah iran,NOR
ali khamenei,PER
iran,GPE
israel,GPE
khamene,PER
kham,PER
presiden as,NOR
donald trump,PER
perdana menteri israel,NOR
benjamin netanyahu,PER
kham,PER
operation epic fury,EVT
as,GPE
israel,GPE
iran,GPE
fasilitas,FAC
nuklir,ORG
sistem,PRD
pemerintah,NOR
teheran,GPE
isfahan mashhad,PER
pemerintah iran,NOR
tujuh libur nasional,EVT
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
vi,PER
##ory,PRD
enam,CRD
polisi,NOR
konsulat as,NOR
jembatan zona hijau bagdad,LOC
gedunggedung,FAC
pemerintahan irak,NOR
kedutaan amerika serikat,NOR
amir mousa,PER
reza pahlavi,PER
khamene,PER
pahlav,PER
amerika serikat,GPE
revolusi,EVT
iran,GPE
iran,GPE
polisi,NOR
reza pahlavi,PER
monarki iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
as,GPE
israel,GPE
pahlavi,PER
konsulat as karachi,NOR
utara,GPE
pakistan,GPE
tribunvideocomtribunnewscomviory,ORG
tribunnewscom,ORG
pakistan,GPE
khamene,PER
vioryvideo,ORG
us,PRD
consul,EVT
##ate,ORG
chaos,EVT
##st nine,EVT
karachi,GPE
erupt,EVT
kham,GPE
##ene,PER
konsulat as pakistan,NOR
ali khamenei,PER
iran,NOR
tribunjakartacom,ORG
iran,GPE
pemimpin,NOR
ayatollah ali khamenei,PER
israel,GPE
amerika,GPE
serikat as,NOR
khamene,PER
televisi,NOR
pemerintah iran,NOR
pemerintah iran irna,NOR
iran,GPE
pemerintah,NOR
khamene,PER
ayatollah khamene,PER
revolusi islam,NOR
zionis,NOR
amerika serikat,GPE
kabinet,NOR
pemimpin revolusi irna,NOR
israel,GPE
iran,GPE
fasilitas,PRD
pemimpin tertinggi iran,NOR
ali khamenei,PER
iran,GPE
teheran,GPE
amerika serikat,GPE
israel,GPE
komando pusat as united,NOR
states central command centcom platform x,ORG
as,GPE
indonesia,GPE
timur,NOR
iran,GPE
amerika serikat,GPE
iran,GPE
iran,GPE
khamene,PER
isa,PER
iran,GPE
khamene,PER
ali khamenei,PER
khamene,PER
islam,REG
syiah teheran,NOR
khamene,PER
khamene,PER
iran,GPE
tujuh,CRD
iran,GPE
teheran,NOR
iran,GPE
ir,PER
##na,PER
iran,GPE
teheran,GPE
pemimpin,NOR
ayatollah,PER
ali khamenei,PER
asisrael,NOR
pemerintah,NOR
khamene,PER
iran,GPE
teheran,GPE
pemimpin,NOR
ayatollah,PER
ali khamenei,PER
asisrael,NOR
teheran,ORG
k,PER
teheran,GPE
pemimpin tertinggi republik islam iran,NOR
ayatollah ali khamenei,PER
amerika serikat as,GPE
israel iran,GPE
televisi,NOR
pemerintah iran,NOR
as,GPE
khamenei,PER
teheran,GPE
pemimpin tertinggi presiden as,NOR
perdana menteri israel,NOR
benjamin netanyahu,PER
presiden amerika serikat,NOR
donald,PER
israel,GPE
iran,GPE
as,PRD
kapal fregat samudera hindia,PRD
lari,PER
iran,GPE
angkatan laut angkatan darat republik islam,NOR
kapal den,PRD
lari,PER
menteri pertahanan israel israel,NOR
katz,PER
fisip unsoed purwokerto,ORG
dr agus haryanto,PER
pemimpin,NOR
iran,NOR
ayatollah ali khamenei,PER
khamene,PER
hizbullah yaman,NOR
iran,NOR
indonesia,GPE
board of peace bop gaza tribunbanyumascom purwokerto,ORG
pemimpin,NOR
iran,NOR
ayatollah ali khamenei,PER
fakultas ilmu sosial ilmu politik fisip universita,ORG
trump,PER
pemerintah amerika serikat,NOR
teheran,GPE
trump,PER
iran,GPE
trump,PER
trump,PER
iran,GPE
trump,PER
iran,GPE
teheran,GPE
pemerintah iran korps garda revolusi islam ir,NOR
##gc,ORG
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika serikat israel,GPE
ir,PER
##gc,ORG
pemimpin syuhada revolusi,NOR
islam,REG
ayat alqur ’ an,REG
ali ‘ imran,PER
allah,REG
tuhan,REG
khamene,PER
suci,REG
ramadan,REG
ir,PER
##gc,ORG
unit,NOR
angkatan bersenjata iran,NOR
amerika serikat as israel,GPE
iran,GPE
pemerintah iran,NOR
ali khamene,PER
amerika serikat,GPE
israel,GPE
februari,DAT
ali khamene,PER
##i teheran,LOC
amerika serikat,GPE
israel,GPE
ali khamene,PER
israel,GPE
israel,GPE
pemerintah iran,NOR
pemimpin tertinggi revolusi islam,NOR
amerika serikat,GPE
israel,GPE
khamene,PER
iran,GPE
islam,REG
pemerintah,NOR
khamene,PER
fars,PER
fars,PER
khamene,PER
khamene,PER
istana khamenei,LOC
kawasan tribunvideocom,LOC
israel,GPE
iran,GPE
as,PRD
kapal fregat samudera hindia,PRD
lari,PER
iran,GPE
angkatan laut angkatan darat republik islam,NOR
kapal den,PRD
lari,PER
menteri pertahanan israel israel,NOR
katz,PER
presiden iran,NOR
masoud pezeshkia,PER
pemerintahan iran,NOR
amerika serikat as,GPE
israel,GPE
pemerintahan iran,NOR
pemerintahan pusat,NOR
pemimpin iran,NOR
ali khamenei pazeh,PER
pemerintahan iran,NOR
pemerintah pusat,NOR
pemerintah daerah pemerintah pusat iran,NOR
gubernur iran pemerintahan iran,NOR
pazeh,PER
khamene,PER
teheran,GPE
televisi,NOR
pemerintah iran,NOR
ali khamenei,PER
iran,GPE
israel,GPE
khamene,PER
kham,PER
presiden as,NOR
donald trump,PER
perdana menteri israel,NOR
benjamin netanyahu,PER
kham,PER
operation epic fury,EVT
as,GPE
israel,GPE
iran,GPE
fasilitas,FAC
nuklir,ORG
sistem,PRD
teheran,GPE
pemerintah iran korps garda revolusi islam ir,NOR
##gc,ORG
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika serikat israel,GPE
ir,PER
##gc,ORG
pemimpin syuhada revolusi,NOR
islam,REG
ayat alqur ’ an,REG
ali ‘ imran,PER
allah,REG
tuhan,REG
khamene,PER
suci,REG
ramadan,REG
ir,PER
##gc,ORG
ali khamenei,PER
iran,GPE
ayatollah agung naser makarem shirazi,PER
komando jihad,NOR
global,ORG
makar,PER
##em,NOR
shirazi,PER
khamene,PER
fardhu,REG
muslim,REG
khamene,PER
tribunnewscom,ORG
iran,GPE
ayatollah agung naser makarem shirazi,PER
komando jihad,NOR
global,ORG
pemimpin tertinggi iran,NOR
ali khamenei febru,PER
teheran,GPE
pemimpin tertinggi republik islam iran,NOR
ayatollah ali khamenei,PER
amerika serikat as,GPE
israel iran,GPE
televisi,NOR
pemerintah iran,NOR
as,GPE
khamenei,PER
teheran,GPE
pemimpin tertinggi presiden as,NOR
perdana menteri israel,NOR
benjamin netanyahu,PER
presiden amerika serikat,NOR
donald,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
vi,PER
##ory,PRD
enam,CRD
polisi,NOR
konsulat as,NOR
jembatan zona hijau bagdad,LOC
gedunggedung,FAC
pemerintahan irak,NOR
kedutaan amerika serikat,NOR
amir mousa,PER
pe,ORG
##ze,NOR
##shkian warning,ORG
amerika serikat israel,GPE
khamene,PER
islam,REG
syiah,REG
ali khamenei,PER
zionis,GPE
amerika,GPE
islam,REG
syiah,REG
amerika,GPE
pe,PER
##zeshkia,NOR
teheran,GPE
pe,PER
konsulat as karachi,NOR
utara,GPE
pakistan,GPE
tribunvideocomtribunnewscomviory,ORG
tribunnewscom,ORG
pakistan,GPE
khamene,PER
vioryvideo,ORG
us,PRD
consul,EVT
##ate,ORG
chaos,EVT
##st nine,EVT
karachi,GPE
erupt,EVT
kham,GPE
##ene,PER
konsulat as pakistan,NOR
ali khamenei,PER
iran,NOR
israel,GPE
iran,GPE
as,PRD
kapal fregat samudera hindia,PRD
lari,PER
iran,GPE
angkatan laut angkatan darat republik islam,NOR
kapal den,PRD
lari,PER
menteri pertahanan israel israel,NOR
katz,PER
iran,GPE
ayatollah ali khamenei,PER
as,GPE
maret,DAT
israel,GPE
iran,GPE
pemimpin,NOR
iran,NOR
ali khamenei,PER
iran,GPE
teheran,GPE
amerika serikat,GPE
israel,GPE
kawasan timur komando,LOC
pusat as,NOR
united states central com,ORG
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika serikat,GPE
israel,GPE
kham,PER
laki,PER
pemerintah iran,NOR
jenderal iran,NOR
trump,PER
pemimpin tertinggi iran,NOR
ali khamenei,PER
israel,GPE
trump,PER
teheran,NOR
presiden as,NOR
israel,GPE
as,GPE
pemimpin tertinggi iran,NOR
ali khamenei,PER
rudal,PRD
istana kepresidenan,FAC
iran,NOR
israel,GPE
pemimpin,NOR
iran,NOR
israel,GPE
pemimpin,NOR
iran,GPE
presiden as,NOR
donald trump,PER
iran,GPE
israel,GPE
khamene,PER
benjamin netanyahu,PER
khamene,PER
khamene,PER
as,GPE
israel,GPE
khamene,PER
iran,GPE
tujuh libur,EVT
tribunvideocom artikel,ORG
tribunnewscom,ORG
pemimpin,NOR
ayatollah khamenei,PER
asisrael,PER
iran,NOR
tribunbanyumascom teheran,ORG
iran,GPE
tasnim fars,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
teheran,GPE
amerika serikat,GPE
israel,GPE
pemerintah iran,NOR
tujuh,CRD
teheran,GPE
pe,ORG
##ze,NOR
##shkian warning,ORG
amerika serikat israel,GPE
khamene,PER
islam,REG
syiah,REG
ali khamenei,PER
zionis,GPE
amerika,GPE
islam,REG
syiah,REG
amerika,GPE
pe,PER
##zeshkia,NOR
teheran,GPE
pe,PER
pemerintah iran,NOR
pemimpin tertinggi,NOR
ayatollah ali khamenei,PER
asi,NOR
##s,PER
##rael,NOR
khamene,PER
iran,GPE
tujuh,CRD
perdana menteri israel,NOR
benjamin netanyahu,PER
khamene,PER
teheran,GPE
iran,GPE
pemimpin,NOR
ali khamenei,PER
khamene,PER
as,GPE
israel,GPE
khamene,GPE
iran,GPE
tujuh,CRD
komp,LOC
kham,LOC
##ene,PER
khamene,PER
tribun,NOR
##ne,ORG
##wscom jakarta pemerintah iran korps garda revolusi iran irgc,NOR
pemimpin tertinggi iran,NOR
ayatullah ali khamenei ayatullah ali khamenei,PER
amerika serikat,GPE
israel,GPE
ali khamene,PER
as,GPE
israel,GPE
pemimpin tertinggi iran garda revolusi iran,NOR
tuhan,REG
allah,REG
ali ‘ imran ayat,PER
iran,GPE
ayatollah ali khamenei,PER
as,GPE
maret,DAT
israel,GPE
iran,GPE
pemimpin,NOR
iran,NOR
ali khamenei,PER
iran,GPE
teheran,GPE
amerika serikat,GPE
israel,GPE
kawasan timur komando,LOC
pusat as,NOR
united states central com,ORG
tribunnewscom,ORG
jakarta presiden rusia,NOR
vladimir putin,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei ali khamenei,PER
amerika serikat as,GPE
israel iran,GPE
aljazeera,PER
rusia,GPE
tass,PER
putin,PER
presiden iran,NOR
masoud pezeshkia,PER
pemimpin tertinggi iran,NOR
putin,PER
khamene,PER
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
israel,GPE
as,GPE
pemimpin tertinggi iran,NOR
ali khamenei,PER
rudal,PRD
istana kepresidenan,FAC
iran,NOR
israel,GPE
pemimpin,NOR
iran,NOR
israel,GPE
pemimpin,NOR
iran,GPE
presiden as,NOR
donald trump,PER
iran,GPE
israel,GPE
khamene,PER
benjamin netanyahu,PER
khamene,PER
mansoureh khojasteh,PER
ayatollah khamenei,PER
fury,EVT
iran,GPE
as,GPE
iran,GPE
iran,GPE
israel,GPE
as,GPE
selat hormuz,LOC
pemerintah,NOR
iran,GPE
mansoureh khojaste,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
khojasteh,PER
iran,NOR
ali khamenei,PER
militer,NOR
amerika,GPE
serikat,NOR
israel,GPE
teheran,GPE
teheran,GPE
bangkaposcom,ORG
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika,GPE
serikat,NOR
israel,GPE
teheran,NOR
presiden amerika serikat,NOR
donald trump,PER
khamene,PER
trump,PER
media social truth,ORG
tyas,PER
lpdp,NOR
sekjen kementan segini,NOR
tribunkaltengcom,ORG
ayatollah ali khamenei,PER
china,GPE
rusia,GPE
korea utara hamas,NOR
khamene,PER
iran,GPE
putin,PER
pyongyang,GPE
asis,PER
ayatollah alireza arafi,PER
iran,GPE
khamene,PER
asis,PER
iran,GPE
ayatollah ali khamenei,PER
israel,GPE
otoriter,NOR
china,GPE
rusia,GPE
korea utara,GPE
tribun,NOR
##ne,ORG
##wscom jakarta pemerintah iran korps garda revolusi iran irgc,NOR
pemimpin tertinggi iran,NOR
ayatullah ali khamenei ayatullah ali khamenei,PER
amerika serikat,GPE
israel,GPE
ali khamene,PER
as,GPE
israel,GPE
pemimpin tertinggi iran garda revolusi iran,NOR
tuhan,REG
allah,REG
ali ‘ imran ayat,PER
ayatollah ali khamenei,PER
iran,GPE
stasiun televisi pemerintah iran,NOR
ayatollah ali khamene,PER
tribunjogjacom,ORG
ayatollah ali khamenei,PER
iran,GPE
stasiun televisi pemerintah iran,NOR
ayatollah ali khamene,PER
imam,REG
umat,NOR
islam,REG
mulia ayatollah seyyed ali hosseini khamene,PER
tribunjatengcom purwokerto,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika israel,GPE
ali khamene,PER
indonesia,GPE
ali khamenei,PER
timur,NOR
presiden iran,NOR
pemimpin,NOR
iran,GPE
detik,ORG
iran,GPE
israel,GPE
amerika,GPE
israel,GPE
iran,GPE
donald trump,PER
fakultas ilmu,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel hamas,NOR
ali khamene,PER
asisrael hamas,NOR
arab,GPE
muslim,REG
tribunnewsc,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
amerika serikat,GPE
israel,GPE
asi,NOR
##s,ORG
##rael,NOR
iran,NOR
kanan palestina hamas,NOR
ali kh,PER
bangkaposcom,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
militer,NOR
amerika,GPE
serikat,NOR
israel,GPE
maret,DAT
iran,GPE
detik,ORG
kompleks al khamene,LOC
operation epic fury,EVT
al khamene,LOC
kota,GPE
teheran,GPE
ali khamene,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
as,GPE
–,NOR
israel,GPE
iran,GPE
presiden as,NOR
donald trump,PER
khamene,PER
iran,GPE
tribunnewsc,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika,GPE
serikat as,NOR
israel,GPE
iran,NOR
al mayadeen,PER
pemerintah iran,NOR
khamenei,PER
kompleks gedung kepemimpinan teheran,LOC
tribunkaltengcom,ORG
media iran,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
ayatollah ali khamene,PER
##i republik islam,NOR
perdana menteri israel,NOR
benjamin netanyahu,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
teheran,GPE
ayatollah alireza arafi iran,PER
khamene,PER
asisrael,NOR
operasi gabungan,EVT
amerika,GPE
serikat as,NOR
israel,GPE
televisi,ORG
netanyahu,ORG
khamenei,PER
mohammad shirazi,PER
ali khamenei,PER
komandan angkatan bersenjata,NOR
senior,PER
khamenei,PER
iran,GPE
aziz nasirzade,PER
menteri pertahanan iran,NOR
komandan angkatan udara,NOR
kepala staf angkatan bersenjata,NOR
rudal jarak sistem senjata,PRD
proksi iran,NOR
aziz,PER
senjata nuklir,PRD
kimia,PRD
ali khamenei mansoureh khojasteh bagherzadeh,PER
as,GPE
–,NOR
israel,GPE
iran,GPE
februari,DAT
iran,GPE
presiden,NOR
mahmoud ahmadinejad,PER
militer,NOR
irgc,NOR
komando negara as,NOR
israel,GPE
iran,GPE
teheran,GPE
tribun,ORG
##w,ORG
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika,GPE
serikat israel iran,NOR
iran,GPE
tasnim news agency,ORG
mansoure,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
iran,GPE
ali khamene,PER
presiden iran,NOR
masoud pezeshkian,PER
iran,GPE
ketua lembaga peradilan,NOR
gholamhossein mohseni,PER
dewan hukum negara,NOR
pemerintah,NOR
mohammad mokhber,PER
khamene,PER
langsung,PER
pezeshkian,PER
khamenei,PER
khamenei,PER
republik islam iran,NOR
mansoureh khojasteh bagherzade,PER
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika serikat,GPE
israel teheran,GPE
pemerintah iran,NOR
press tv tasnim news agency,ORG
bagherzadeh,PER
khamene,PER
tasnim,PER
ayatollah ali khamene,PER
israel,GPE
amerika serikat,GPE
iran,GPE
teheran,GPE
##ayat,PRD
ayatollah ali khamene,PER
israel,GPE
amerika serikat,GPE
as,GPE
iran,GPE
tribunmed,ORG
##ancom,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika,GPE
serikat,NOR
israel,GPE
teheran,GPE
badan intelijen amerika serikat central intelligence agency cia,NOR
kham,GPE
cia,NOR
kham,GPE
iran,GPE
kham,GPE
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
teheran,GPE
khamene,PER
amerika,GPE
serikat israel iran,NOR
tasnim news agency,ORG
jakarta,GPE
pemerintah iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
teheran,GPE
khamene,PER
amerika,GPE
serikat israel iran,NOR
tasnim news agency,ORG
appstore playstore,PRD
timur,LOC
iran,GPE
ayatollah ali khamenei,PER
venezuela,GPE
nicolas maduro,PER
new york,GPE
donald trump,PER
ringkasan,PER
khamenei irna,PER
iran,GPE
iran,GPE
as,GPE
israel,GPE
teheran,GPE
amerika serikat,GPE
israel,GPE
iran,GPE
pemimpin tertinggi iran,NOR
ali khamenei,PER
pemerintahan militer,NOR
iran,GPE
iran,GPE
ali khamene,PER
amerika serikat,GPE
israel,GPE
pemerintah iran,NOR
khamene,GPE
republik,GPE
islam iran,NOR
pemerintah iran,NOR
khamene,PER
amerika serikat,GPE
israel,GPE
pemerintah iran,NOR
mansoureh khojasteh bagherzade,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika,GPE
serikat,NOR
israel,GPE
teheran,GPE
bagherzadeh,PER
ayatollah ali khamene,PER
pemerintah iran,NOR
press,ORG
tv,ORG
suryacoid,PER
mansoureh khojasteh bagherzade,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel teheran,GPE
ayatollah ali khamene,PER
pemerintah iran pr,NOR
khamene,GPE
iran,GPE
kham,PER
##ene,GPE
iran,GPE
pemerintah iran,NOR
kham,PER
israel,GPE
channel times of,ORG
israel,GPE
israel,GPE
amerika serikat,GPE
kham,PER
fars,ORG
khamene,PER
presiden amerika serikat,NOR
donald trump,PER
teheran,GPE
pemimpin tertinggi iran,NOR
mojtaba khamenei,PER
iran,GPE
ali larijani,PER
amerika serikat,GPE
israel,GPE
mojtab,ORG
##a,PER
larijani,PER
mort,PER
##eza larijan,PER
mojtaba khamenei,PER
anadolu mojtaba,PER
ali larijani,PER
iran,GPE
israel,GPE
iran,GPE
asisrael,PER
ali larijan,PER
ir,NOR
##gc,ORG
kham,GPE
##ene,PER
##i,GPE
teheran,GPE
kabinet iran,NOR
republik islam iran,NOR
pemimpin,NOR
ayatollah,PER
ali khamene,PER
amerika serikat,GPE
israel,GPE
teheran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
iran,GPE
ali khamene,PER
presiden iran,NOR
masoud pezeshkian,PER
iran,GPE
ketua lembaga peradilan,NOR
gholamhossein mohseni,PER
dewan hukum negara,NOR
pemerintah,NOR
mohammad mokhber,PER
khamene,PER
langsung,PER
pezeshkian,PER
khamenei,PER
khamenei,PER
ayatollah ali khamene,PER
israel,GPE
amerika serikat,GPE
iran,GPE
teheran,GPE
##ayat,PRD
ayatollah ali khamene,PER
israel,GPE
amerika serikat,GPE
as,GPE
iran,GPE
kepala dewan keamanan iran,NOR
ali larijani,PER
khor,PER
##ramsha,NOR
##hr qadr emad kheybarsh,PER
israel,GPE
revolusi,NOR
israel,GPE
tel aviv,GPE
ali larijan,PER
gedunggedung ramat gan,LOC
iran,GPE
viory,PER
ramat gan,LOC
iran,GPE
iran,GPE
iran,GPE
ramat gan,LOC
pemerintah,NOR
kota,GPE
ramat,GPE
gan,LOC
iran,GPE
##ang,NOR
mojtaba khamenei,PER
pemimpin tertinggi iran,NOR
majelis pakar pascakemati,NOR
ali khamenei,PER
mojtaba,PER
asis,PER
##rael garda revolusi irgc,ORG
